tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_000277-T1_mrna	gene-CEP52_000277	1041.298	1045.439	1041.43	1056.442	1045.267	1040.311	1043.799	1039.283	1043.9	1046.281	1045.005	1047.959	1048.984	1043.255	1053.819	1041.312
CEP52_000278-T1_mrna	gene-CEP52_000278	510.326	514.439	510.43	525.442	514.267	509.311	512.799	508.283	512.9	515.281	514.005	516.959	517.984	512.255	522.819	510.312
CEP52_000279-T1_mrna	gene-CEP52_000279	837.298	841.439	837.43	852.442	841.267	836.311	839.799	835.283	839.9	842.281	841.005	843.959	844.984	839.255	849.819	837.312
CEP52_000280-T1_mrna	gene-CEP52_000280	1344.298	1348.439	1344.43	1359.442	1348.267	1343.311	1346.799	1342.283	1346.9	1349.281	1348.005	1350.959	1351.984	1346.255	1356.819	1344.312
CEP52_000281-T1_mrna	gene-CEP52_000281	957.298	961.439	957.43	972.442	961.267	956.311	959.799	955.283	959.9	962.281	961.005	963.959	964.984	959.255	969.819	957.312
CEP52_000282-T1_mrna	gene-CEP52_000282	4968.298	4972.439	4968.43	4983.442	4972.267	4967.311	4970.799	4966.283	4970.9	4973.281	4972.005	4974.959	4975.984	4970.255	4980.819	4968.312
CEP52_000283-T1_mrna	gene-CEP52_000283	57.239	58.995	57.648	62.516	56.805	57.449	60.933	55.95	57.774	57.792	60.526	59.968	59.404	58.291	55.847	55.991
CEP52_000284-T1_mrna	gene-CEP52_000284	3333.298	3337.439	3333.43	3348.442	3337.267	3332.311	3335.799	3331.283	3335.9	3338.281	3337.005	3339.959	3340.984	3335.255	3345.819	3333.312
CEP52_000285-T1_mrna	gene-CEP52_000285	429.326	433.439	429.43	444.442	433.285	428.311	431.799	427.283	431.9	434.281	433.005	435.959	436.984	431.255	441.819	429.312
CEP52_000286-T1_mrna	gene-CEP52_000286	1008.298	1012.439	1008.43	1023.442	1012.267	1007.311	1010.799	1006.283	1010.9	1013.281	1012.005	1014.959	1015.984	1010.255	1020.819	1008.312
CEP52_000287-T1_mrna	gene-CEP52_000287	1932.298	1936.439	1932.43	1947.442	1936.267	1931.311	1934.799	1930.283	1934.9	1937.281	1936.005	1938.959	1939.984	1934.255	1944.819	1932.312
CEP52_000288-T1_mrna	gene-CEP52_000288	618.298	622.439	618.43	633.442	622.267	617.311	620.799	616.283	620.9	623.281	622.005	624.959	625.984	620.255	630.819	618.312
CEP52_000289-T1_mrna	gene-CEP52_000289	747.298	751.439	747.43	762.442	751.267	746.311	749.799	745.283	749.9	752.281	751.005	753.959	754.984	749.255	759.819	747.312
CEP52_000290-T1_mrna	gene-CEP52_000290	1209.298	1213.439	1209.43	1224.442	1213.267	1208.311	1211.799	1207.283	1211.9	1214.281	1213.005	1215.959	1216.984	1211.255	1221.819	1209.312
CEP52_000291-T1_mrna	gene-CEP52_000291	1170.298	1174.439	1170.43	1185.442	1174.267	1169.311	1172.799	1168.283	1172.9	1175.281	1174.005	1176.959	1177.984	1172.255	1182.819	1170.312
CEP52_000292-T1_mrna	gene-CEP52_000292	3321.298	3325.439	3321.43	3336.442	3325.267	3320.311	3323.799	3319.283	3323.9	3326.281	3325.005	3327.959	3328.984	3323.255	3333.819	3321.312
CEP52_000293-T1_mrna	gene-CEP52_000293	111.606	114.657	112.361	121.79	113.2	112.032	114.231	110.664	109.592	114.981	114.091	116.86	117.811	120.852	117.363	110.912
CEP52_000294-T1_mrna	gene-CEP52_000294	1434.298	1438.439	1434.43	1449.442	1438.267	1433.311	1436.799	1432.283	1436.9	1439.281	1438.005	1440.959	1441.984	1436.255	1446.819	1434.312
CEP52_000296-T1_mrna	gene-CEP52_000296	258.903	262.907	259.205	273.714	262.76	258.823	262.154	257.215	260.9	263.281	262.4	265.313	266.817	260.255	270.819	258.691
CEP52_000297-T1_mrna	gene-CEP52_000297	185.633	189.527	186.212	199.531	189.224	186.012	189.218	183.809	190.097	190.191	188.288	192.071	194.057	196.955	195.819	185.599
CEP52_000298-T1_mrna	gene-CEP52_000298	585.298	589.439	585.43	600.442	589.267	584.311	587.799	583.283	587.9	590.281	589.005	591.959	592.984	587.255	597.819	585.312
CEP52_000299-T1_mrna	gene-CEP52_000299	1425.298	1429.439	1425.43	1440.442	1429.267	1424.311	1427.799	1423.283	1427.9	1430.281	1429.005	1431.959	1432.984	1427.255	1437.819	1425.312
CEP52_000300-T1_mrna	gene-CEP52_000300	930.298	934.439	930.43	945.442	934.267	929.311	932.799	928.283	932.9	935.281	934.005	936.959	937.984	932.255	942.819	930.312
CEP52_000301-T1_mrna	gene-CEP52_000301	1455.298	1459.439	1455.43	1470.442	1459.267	1454.311	1457.799	1453.283	1457.9	1460.281	1459.005	1461.959	1462.984	1457.255	1467.819	1455.312
CEP52_000302-T1_mrna	gene-CEP52_000302	900.298	904.439	900.43	915.442	904.267	899.311	902.799	898.283	902.9	905.281	904.005	906.959	907.984	902.255	912.819	900.312
CEP52_000303-T1_mrna	gene-CEP52_000303	5277.298	5281.439	5277.43	5292.442	5281.267	5276.311	5279.799	5275.283	5279.9	5282.281	5281.005	5283.959	5284.984	5279.255	5289.819	5277.312
CEP52_000304-T1_mrna	gene-CEP52_000304	1557.298	1561.439	1557.43	1572.442	1561.267	1556.311	1559.799	1555.283	1559.9	1562.281	1561.005	1563.959	1564.984	1559.255	1569.819	1557.312
CEP52_000305-T1_mrna	gene-CEP52_000305	1836.298	1840.439	1836.43	1851.442	1840.267	1835.311	1838.799	1834.283	1838.9	1841.281	1840.005	1842.959	1843.984	1838.255	1848.819	1836.312
CEP52_000306-T1_mrna	gene-CEP52_000306	273.759	277.766	274.034	288.655	277.623	273.406	277.154	271.889	275.9	278.281	277.4	279.959	280.984	275.255	285.819	273.664
CEP52_000307-T1_mrna	gene-CEP52_000307	516.326	520.439	516.43	531.442	520.267	515.311	518.799	514.283	518.9	521.281	520.005	522.959	523.984	518.255	528.819	516.312
CEP52_000308-T1_mrna	gene-CEP52_000308	1770.298	1774.439	1770.43	1785.442	1774.267	1769.311	1772.799	1768.283	1772.9	1775.281	1774.005	1776.959	1777.984	1772.255	1782.819	1770.312
CEP52_000309-T1_mrna	gene-CEP52_000309	3327.298	3331.439	3327.43	3342.442	3331.267	3326.311	3329.799	3325.283	3329.9	3332.281	3331.005	3333.959	3334.984	3329.255	3339.819	3327.312
CEP52_000310-T1_mrna	gene-CEP52_000310	1494.298	1498.439	1494.43	1509.442	1498.267	1493.311	1496.799	1492.283	1496.9	1499.281	1498.005	1500.959	1501.984	1496.255	1506.819	1494.312
CEP52_000311-T1_mrna	gene-CEP52_000311	315.48	319.588	315.743	330.517	319.433	314.978	317.799	313.547	317.9	320.281	319.4	321.959	322.984	317.255	327.819	315.455
CEP52_000312-T1_mrna	gene-CEP52_000312	348.411	352.527	348.63	363.443	352.398	347.832	350.799	346.442	350.9	353.281	352.4	354.959	355.984	350.255	360.819	348.355
CEP52_000313-T1_mrna	gene-CEP52_000313	516.326	520.439	516.43	531.442	520.267	515.311	518.799	514.283	518.9	521.281	520.005	522.959	523.984	518.255	528.819	516.312
CEP52_000314-T1_mrna	gene-CEP52_000314	162.915	166.675	163.739	176.01	165.998	163.021	166.083	161.73	166.1	167.176	165.406	169.049	170.982	172.959	171.835	162.655
CEP52_000315-T1_mrna	gene-CEP52_000315	789.298	793.439	789.43	804.442	793.267	788.311	791.799	787.283	791.9	794.281	793.005	795.959	796.984	791.255	801.819	789.312
CEP52_000316-T1_mrna	gene-CEP52_000316	753.298	757.439	753.43	768.442	757.267	752.311	755.799	751.283	755.9	758.281	757.005	759.959	760.984	755.255	765.819	753.312
CEP52_000317-T1_mrna	gene-CEP52_000317	106.446	109.436	107.209	116.257	107.779	107.305	109.276	105.709	103.875	109.226	108.962	111.806	112.222	115.109	112.189	105.694
CEP52_000318-T1_mrna	gene-CEP52_000318	232.407	236.3	232.658	246.885	236.116	232.917	235.154	230.635	233.9	236.281	235.654	238.748	240.194	233.255	243.819	232.149
CEP52_000319-T1_mrna	gene-CEP52_000319	1785.298	1789.439	1785.43	1800.442	1789.267	1784.311	1787.799	1783.283	1787.9	1790.281	1789.005	1791.959	1792.984	1787.255	1797.819	1785.312
CEP52_000320-T1_mrna	gene-CEP52_000320	738.298	742.439	738.43	753.442	742.267	737.311	740.799	736.283	740.9	743.281	742.005	744.959	745.984	740.255	750.819	738.312
CEP52_000321-T1_mrna	gene-CEP52_000321	681.298	685.439	681.43	696.442	685.267	680.311	683.799	679.283	683.9	686.281	685.005	687.959	688.984	683.255	693.819	681.312
CEP52_000322-T1_mrna	gene-CEP52_000322	966.298	970.439	966.43	981.442	970.267	965.311	968.799	964.283	968.9	971.281	970.005	972.959	973.984	968.255	978.819	966.312
CEP52_000323-T1_mrna	gene-CEP52_000323	396.363	400.449	396.453	411.442	400.315	395.311	398.799	394.283	398.9	401.281	400.005	402.959	403.984	398.255	408.819	396.312
CEP52_000324-T1_mrna	gene-CEP52_000324	333.437	337.542	333.67	348.501	337.401	332.832	335.799	331.47	335.9	338.281	337.4	339.959	340.984	335.255	345.819	333.384
CEP52_000325-T1_mrna	gene-CEP52_000325	903.298	907.439	903.43	918.442	907.267	902.311	905.799	901.283	905.9	908.281	907.005	909.959	910.984	905.255	915.819	903.312
CEP52_000326-T1_mrna	gene-CEP52_000326	217.66	221.606	218.021	232.041	221.336	218.264	221.274	215.95	218.9	221.684	220.654	223.748	225.515	218.255	228.819	217.558
CEP52_000327-T1_mrna	gene-CEP52_000327	1434.298	1438.439	1434.43	1449.442	1438.267	1433.311	1436.799	1432.283	1436.9	1439.281	1438.005	1440.959	1441.984	1436.255	1446.819	1434.312
CEP52_000328-T1_mrna	gene-CEP52_000328	160.146	163.838	160.964	173.098	163.147	160.25	163.083	159.024	163.101	164.176	162.736	166.222	167.982	169.962	168.843	159.916
CEP52_000329-T1_mrna	gene-CEP52_000329	96.227	99.202	96.952	105.459	97.499	97.42	100.435	95.935	96.198	98.286	98.84	101.52	102.66	103.682	102.055	95.185
CEP52_000330-T1_mrna	gene-CEP52_000330	687.298	691.439	687.43	702.442	691.267	686.311	689.799	685.283	689.9	692.281	691.005	693.959	694.984	689.255	699.819	687.312
CEP52_000331-T1_mrna	gene-CEP52_000331	366.375	370.485	366.528	381.442	370.339	365.623	368.799	364.373	368.9	371.281	370.4	372.959	373.984	368.255	378.819	366.315
CEP52_000332-T1_mrna	gene-CEP52_000332	5274.298	5278.439	5274.43	5289.442	5278.267	5273.311	5276.799	5272.283	5276.9	5279.281	5278.005	5280.959	5281.984	5276.255	5286.819	5274.312
CEP52_000333-T1_mrna	gene-CEP52_000333	489.326	493.439	489.43	504.442	493.268	488.311	491.799	487.283	491.9	494.281	493.005	495.959	496.984	491.255	501.819	489.312
CEP52_000334-T1_mrna	gene-CEP52_000334	1548.298	1552.439	1548.43	1563.442	1552.267	1547.311	1550.799	1546.283	1550.9	1553.281	1552.005	1554.959	1555.984	1550.255	1560.819	1548.312
CEP52_000335-T1_mrna	gene-CEP52_000335	711.298	715.439	711.43	726.442	715.267	710.311	713.799	709.283	713.9	716.281	715.005	717.959	718.984	713.255	723.819	711.312
CEP52_000336-T1_mrna	gene-CEP52_000336	573.326	577.439	573.43	588.442	577.267	572.311	575.799	571.283	575.9	578.281	577.005	579.959	580.984	575.255	585.819	573.312
CEP52_000337-T1_mrna	gene-CEP52_000337	1107.298	1111.439	1107.43	1122.442	1111.267	1106.311	1109.799	1105.283	1109.9	1112.281	1111.005	1113.959	1114.984	1109.255	1119.819	1107.312
CEP52_000338-T1_mrna	gene-CEP52_000338	171.409	175.136	172.033	184.815	174.677	171.703	174.76	169.398	175.098	176.156	173.673	177.916	179.981	181.956	180.823	171.21
CEP52_000339-T1_mrna	gene-CEP52_000339	130.128	133.402	130.854	141.49	132.218	130.671	132.764	128.785	130.229	133.64	131.975	135.832	136.998	141.259	136.487	129.622
CEP52_000340-T1_mrna	gene-CEP52_000340	351.411	355.524	351.606	366.442	355.398	350.832	353.799	349.379	353.9	356.281	355.4	357.959	358.984	353.255	363.819	351.355
CEP52_000341-T1_mrna	gene-CEP52_000341	84.342	86.671	84.714	92.289	84.978	84.608	87.405	83.308	87.617	86.321	85.716	88.953	91.168	89.341	89.258	83.1
CEP52_000342-T1_mrna	gene-CEP52_000342	1908.298	1912.439	1908.43	1923.442	1912.267	1907.311	1910.799	1906.283	1910.9	1913.281	1912.005	1914.959	1915.984	1910.255	1920.819	1908.312
CEP52_000343-T1_mrna	gene-CEP52_000343	1002.298	1006.439	1002.43	1017.442	1006.267	1001.311	1004.799	1000.283	1004.9	1007.281	1006.005	1008.959	1009.984	1004.255	1014.819	1002.312
CEP52_000344-T1_mrna	gene-CEP52_000344	2322.298	2326.439	2322.43	2337.442	2326.267	2321.311	2324.799	2320.283	2324.9	2327.281	2326.005	2328.959	2329.984	2324.255	2334.819	2322.312
CEP52_000345-T1_mrna	gene-CEP52_000345	816.298	820.439	816.43	831.442	820.267	815.311	818.799	814.283	818.9	821.281	820.005	822.959	823.984	818.255	828.819	816.312
CEP52_000346-T1_mrna	gene-CEP52_000346	774.298	778.439	774.43	789.442	778.267	773.311	776.799	772.283	776.9	779.281	778.005	780.959	781.984	776.255	786.819	774.312
CEP52_000347-T1_mrna	gene-CEP52_000347	1230.298	1234.439	1230.43	1245.442	1234.267	1229.311	1232.799	1228.283	1232.9	1235.281	1234.005	1236.959	1237.984	1232.255	1242.819	1230.312
CEP52_000348-T1_mrna	gene-CEP52_000348	282.643	286.685	282.941	297.621	286.576	282.372	284.799	280.722	284.9	287.281	286.4	288.959	289.984	284.255	294.819	282.616
CEP52_000349-T1_mrna	gene-CEP52_000349	1575.298	1579.439	1575.43	1590.442	1579.267	1574.311	1577.799	1573.283	1577.9	1580.281	1579.005	1581.959	1582.984	1577.255	1587.819	1575.312
CEP52_000350-T1_mrna	gene-CEP52_000350	1176.298	1180.439	1176.43	1191.442	1180.267	1175.311	1178.799	1174.283	1178.9	1181.281	1180.005	1182.959	1183.984	1178.255	1188.819	1176.312
CEP52_000351-T1_mrna	gene-CEP52_000351	1350.298	1354.439	1350.43	1365.442	1354.267	1349.311	1352.799	1348.283	1352.9	1355.281	1354.005	1356.959	1357.984	1352.255	1362.819	1350.312
CEP52_000352-T1_mrna	gene-CEP52_000352	1635.298	1639.439	1635.43	1650.442	1639.267	1634.311	1637.799	1633.283	1637.9	1640.281	1639.005	1641.959	1642.984	1637.255	1647.819	1635.312
CEP52_000353-T1_mrna	gene-CEP52_000353	2343.298	2347.439	2343.43	2358.442	2347.267	2342.311	2345.799	2341.283	2345.9	2348.281	2347.005	2349.959	2350.984	2345.255	2355.819	2343.312
CEP52_000354-T1_mrna	gene-CEP52_000354	2862.298	2866.439	2862.43	2877.442	2866.267	2861.311	2864.799	2860.283	2864.9	2867.281	2866.005	2868.959	2869.984	2864.255	2874.819	2862.312
CEP52_000355-T1_mrna	gene-CEP52_000355	130.128	133.402	130.854	141.49	132.218	130.671	132.764	128.785	130.229	133.64	131.975	135.832	136.998	141.259	136.487	129.622
CEP52_000356-T1_mrna	gene-CEP52_000356	1350.298	1354.439	1350.43	1365.442	1354.267	1349.311	1352.799	1348.283	1352.9	1355.281	1354.005	1356.959	1357.984	1352.255	1362.819	1350.312
CEP52_000357-T1_mrna	gene-CEP52_000357	1065.298	1069.439	1065.43	1080.442	1069.267	1064.311	1067.799	1063.283	1067.9	1070.281	1069.005	1071.959	1072.984	1067.255	1077.819	1065.312
CEP52_000358-T1_mrna	gene-CEP52_000358	1335.298	1339.439	1335.43	1350.442	1339.267	1334.311	1337.799	1333.283	1337.9	1340.281	1339.005	1341.959	1342.984	1337.255	1347.819	1335.312
CEP52_000359-T1_mrna	gene-CEP52_000359	1599.298	1603.439	1599.43	1614.442	1603.267	1598.311	1601.799	1597.283	1601.9	1604.281	1603.005	1605.959	1606.984	1601.255	1611.819	1599.312
CEP52_000360-T1_mrna	gene-CEP52_000360	1488.298	1492.439	1488.43	1503.442	1492.267	1487.311	1490.799	1486.283	1490.9	1493.281	1492.005	1494.959	1495.984	1490.255	1500.819	1488.312
CEP52_000361-T1_mrna	gene-CEP52_000361	2097.298	2101.439	2097.43	2112.442	2101.267	2096.311	2099.799	2095.283	2099.9	2102.281	2101.005	2103.959	2104.984	2099.255	2109.819	2097.312
CEP52_000362-T1_mrna	gene-CEP52_000362	330.437	334.554	330.705	345.501	334.401	329.883	332.799	328.47	332.9	335.281	334.4	336.959	337.984	332.255	342.819	330.384
CEP52_000363-T1_mrna	gene-CEP52_000363	663.298	667.439	663.43	678.442	667.267	662.311	665.799	661.283	665.9	668.281	667.005	669.959	670.984	665.255	675.819	663.312
CEP52_000364-T1_mrna	gene-CEP52_000364	1047.298	1051.439	1047.43	1062.442	1051.267	1046.311	1049.799	1045.283	1049.9	1052.281	1051.005	1053.959	1054.984	1049.255	1059.819	1047.312
CEP52_000365-T1_mrna	gene-CEP52_000365	342.411	346.528	342.663	357.465	346.4	341.832	344.799	340.47	344.9	347.281	346.4	348.959	349.984	344.255	354.819	342.355
CEP52_000366-T1_mrna	gene-CEP52_000366	157.346	161.002	158.193	170.203	160.307	157.516	160.208	156.442	160.104	161.177	159.758	163.404	164.982	166.965	165.853	157.099
CEP52_000367-T1_mrna	gene-CEP52_000367	1320.298	1324.439	1320.43	1335.442	1324.267	1319.311	1322.799	1318.283	1322.9	1325.281	1324.005	1326.959	1327.984	1322.255	1332.819	1320.312
CEP52_000368-T1_mrna	gene-CEP52_000368	450.326	454.439	450.43	465.442	454.285	449.311	452.799	448.283	452.9	455.281	454.005	456.959	457.984	452.255	462.819	450.312
CEP52_000369-T1_mrna	gene-CEP52_000369	2826.298	2830.439	2826.43	2841.442	2830.267	2825.311	2828.799	2824.283	2828.9	2831.281	2830.005	2832.959	2833.984	2828.255	2838.819	2826.312
CEP52_000370-T1_mrna	gene-CEP52_000370	2343.298	2347.439	2343.43	2358.442	2347.267	2342.311	2345.799	2341.283	2345.9	2348.281	2347.005	2349.959	2350.984	2345.255	2355.819	2343.312
CEP52_000371-T1_mrna	gene-CEP52_000371	179.948	183.748	180.565	193.641	183.393	180.474	183.218	178.14	184.097	184.854	182.472	186.355	188.71	190.955	189.82	179.934
CEP52_000372-T1_mrna	gene-CEP52_000372	1110.298	1114.439	1110.43	1125.442	1114.267	1109.311	1112.799	1108.283	1112.9	1115.281	1114.005	1116.959	1117.984	1112.255	1122.819	1110.312
CEP52_000373-T1_mrna	gene-CEP52_000373	214.718	218.675	215.086	229.084	218.369	215.392	218.274	213.018	218.775	218.684	217.654	220.766	223.219	219.284	225.819	214.582
CEP52_000374-T1_mrna	gene-CEP52_000374	106.446	109.436	107.209	116.257	107.779	107.305	109.276	105.709	103.875	109.226	108.962	111.806	112.222	115.109	112.189	105.694
CEP52_000375-T1_mrna	gene-CEP52_000375	465.326	469.439	465.43	480.442	469.284	464.311	467.799	463.283	467.9	470.281	469.005	471.959	472.984	467.255	477.819	465.312
CEP52_000376-T1_mrna	gene-CEP52_000376	1044.298	1048.439	1044.43	1059.442	1048.267	1043.311	1046.799	1042.283	1046.9	1049.281	1048.005	1050.959	1051.984	1046.255	1056.819	1044.312
CEP52_000377-T1_mrna	gene-CEP52_000377	1494.298	1498.439	1494.43	1509.442	1498.267	1493.311	1496.799	1492.283	1496.9	1499.281	1498.005	1500.959	1501.984	1496.255	1506.819	1494.312
CEP52_000379-T1_mrna	gene-CEP52_000379	3447.298	3451.439	3447.43	3462.442	3451.267	3446.311	3449.799	3445.283	3449.9	3452.281	3451.005	3453.959	3454.984	3449.255	3459.819	3447.312
CEP52_000380-T1_mrna	gene-CEP52_000380	2115.298	2119.439	2115.43	2130.442	2119.267	2114.311	2117.799	2113.283	2117.9	2120.281	2119.005	2121.959	2122.984	2117.255	2127.819	2115.312
CEP52_000381-T1_mrna	gene-CEP52_000381	606.298	610.439	606.43	621.442	610.267	605.311	608.799	604.283	608.9	611.281	610.005	612.959	613.984	608.255	618.819	606.312
CEP52_000382-T1_mrna	gene-CEP52_000382	2877.298	2881.439	2877.43	2892.442	2881.267	2876.311	2879.799	2875.283	2879.9	2882.281	2881.005	2883.959	2884.984	2879.255	2889.819	2877.312
CEP52_000383-T1_mrna	gene-CEP52_000383	160.146	163.838	160.964	173.098	163.147	160.25	163.083	159.024	163.101	164.176	162.736	166.222	167.982	169.962	168.843	159.916
CEP52_000384-T1_mrna	gene-CEP52_000384	915.298	919.439	915.43	930.442	919.267	914.311	917.799	913.283	917.9	920.281	919.005	921.959	922.984	917.255	927.819	915.312
CEP52_000385-T1_mrna	gene-CEP52_000385	531.326	535.439	531.43	546.442	535.267	530.311	533.799	529.283	533.9	536.281	535.005	537.959	538.984	533.255	543.819	531.312
CEP52_000386-T1_mrna	gene-CEP52_000386	345.411	349.527	345.653	360.462	349.398	344.832	347.799	343.47	347.9	350.281	349.4	351.959	352.984	347.255	357.819	345.355
CEP52_000387-T1_mrna	gene-CEP52_000387	771.298	775.439	771.43	786.442	775.267	770.311	773.799	769.283	773.9	776.281	775.005	777.959	778.984	773.255	783.819	771.312
CEP52_000388-T1_mrna	gene-CEP52_000388	3051.298	3055.439	3051.43	3066.442	3055.267	3050.311	3053.799	3049.283	3053.9	3056.281	3055.005	3057.959	3058.984	3053.255	3063.819	3051.312
CEP52_000389-T1_mrna	gene-CEP52_000389	1173.298	1177.439	1173.43	1188.442	1177.267	1172.311	1175.799	1171.283	1175.9	1178.281	1177.005	1179.959	1180.984	1175.255	1185.819	1173.312
CEP52_000390-T1_mrna	gene-CEP52_000390	124.775	127.972	125.461	135.853	126.694	125.304	127.225	123.684	124.302	128.539	127.32	130.301	131.017	135.377	130.857	124.189
CEP52_000391-T1_mrna	gene-CEP52_000391	1305.298	1309.439	1305.43	1320.442	1309.267	1304.311	1307.799	1303.283	1307.9	1310.281	1309.005	1311.959	1312.984	1307.255	1317.819	1305.312
CEP52_000392-T1_mrna	gene-CEP52_000392	1512.298	1516.439	1512.43	1527.442	1516.267	1511.311	1514.799	1510.283	1514.9	1517.281	1516.005	1518.959	1519.984	1514.255	1524.819	1512.312
CEP52_000393-T1_mrna	gene-CEP52_000393	1434.298	1438.439	1434.43	1449.442	1438.267	1433.311	1436.799	1432.283	1436.9	1439.281	1438.005	1440.959	1441.984	1436.255	1446.819	1434.312
CEP52_000394-T1_mrna	gene-CEP52_000394	1512.298	1516.439	1512.43	1527.442	1516.267	1511.311	1514.799	1510.283	1514.9	1517.281	1516.005	1518.959	1519.984	1514.255	1524.819	1512.312
CEP52_000395-T1_mrna	gene-CEP52_000395	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_000396-T1_mrna	gene-CEP52_000396	3105.298	3109.439	3105.43	3120.442	3109.267	3104.311	3107.799	3103.283	3107.9	3110.281	3109.005	3111.959	3112.984	3107.255	3117.819	3105.312
CEP52_000397-T1_mrna	gene-CEP52_000397	543.326	547.439	543.43	558.442	547.267	542.311	545.799	541.283	545.9	548.281	547.005	549.959	550.984	545.255	555.819	543.312
CEP52_000398-T1_mrna	gene-CEP52_000398	1161.298	1165.439	1161.43	1176.442	1165.267	1160.311	1163.799	1159.283	1163.9	1166.281	1165.005	1167.959	1168.984	1163.255	1173.819	1161.312
CEP52_000399-T1_mrna	gene-CEP52_000399	954.298	958.439	954.43	969.442	958.267	953.311	956.799	952.283	956.9	959.281	958.005	960.959	961.984	956.255	966.819	954.312
CEP52_000400-T1_mrna	gene-CEP52_000400	1263.298	1267.439	1263.43	1278.442	1267.267	1262.311	1265.799	1261.283	1265.9	1268.281	1267.005	1269.959	1270.984	1265.255	1275.819	1263.312
CEP52_000401-T1_mrna	gene-CEP52_000401	840.298	844.439	840.43	855.442	844.267	839.311	842.799	838.283	842.9	845.281	844.005	846.959	847.984	842.255	852.819	840.312
CEP52_000402-T1_mrna	gene-CEP52_000402	2436.298	2440.439	2436.43	2451.442	2440.267	2435.311	2438.799	2434.283	2438.9	2441.281	2440.005	2442.959	2443.984	2438.255	2448.819	2436.312
CEP52_001860-T1_mrna	gene-CEP52_001860	1479.298	1483.439	1479.43	1494.442	1483.267	1478.311	1481.799	1477.283	1481.9	1484.281	1483.005	1485.959	1486.984	1481.255	1491.819	1479.312
CEP52_001861-T1_mrna	gene-CEP52_001861	2061.298	2065.439	2061.43	2076.442	2065.267	2060.311	2063.799	2059.283	2063.9	2066.281	2065.005	2067.959	2068.984	2063.255	2073.819	2061.312
CEP52_001862-T1_mrna	gene-CEP52_001862	1266.298	1270.439	1266.43	1281.442	1270.267	1265.311	1268.799	1264.283	1268.9	1271.281	1270.005	1272.959	1273.984	1268.255	1278.819	1266.312
CEP52_001863-T1_mrna	gene-CEP52_001863	957.298	961.439	957.43	972.442	961.267	956.311	959.799	955.283	959.9	962.281	961.005	963.959	964.984	959.255	969.819	957.312
CEP52_001864-T1_mrna	gene-CEP52_001864	2139.298	2143.439	2139.43	2154.442	2143.267	2138.311	2141.799	2137.283	2141.9	2144.281	2143.005	2145.959	2146.984	2141.255	2151.819	2139.312
CEP52_001865-T1_mrna	gene-CEP52_001865	309.503	313.608	309.764	324.524	313.466	308.978	311.799	307.552	311.9	314.281	313.4	315.959	316.984	311.255	321.819	309.539
CEP52_001866-T1_mrna	gene-CEP52_001866	205.896	209.892	206.332	220.203	209.605	206.432	209.274	204.205	211.097	210.455	208.668	212.254	214.219	212.15	216.819	205.832
CEP52_001867-T1_mrna	gene-CEP52_001867	247.083	251.022	247.347	261.782	250.875	247.56	250.154	245.439	248.9	251.281	250.4	253.408	255.194	248.255	258.819	246.912
CEP52_001868-T1_mrna	gene-CEP52_001868	924.298	928.439	924.43	939.442	928.267	923.311	926.799	922.283	926.9	929.281	928.005	930.959	931.984	926.255	936.819	924.312
CEP52_001869-T1_mrna	gene-CEP52_001869	81.965	84.249	82.29	89.682	82.497	82.085	85.898	80.84	84.694	83.507	83.273	86.383	88.585	86.447	86.621	80.671
CEP52_001870-T1_mrna	gene-CEP52_001870	426.326	430.439	426.43	441.442	430.286	425.311	428.799	424.283	428.9	431.281	430.005	432.959	433.984	428.255	438.819	426.312
CEP52_001871-T1_mrna	gene-CEP52_001871	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_001872-T1_mrna	gene-CEP52_001872	1767.298	1771.439	1767.43	1782.442	1771.267	1766.311	1769.799	1765.283	1769.9	1772.281	1771.005	1773.959	1774.984	1769.255	1779.819	1767.312
CEP52_001873-T1_mrna	gene-CEP52_001873	1173.298	1177.439	1173.43	1188.442	1177.267	1172.311	1175.799	1171.283	1175.9	1178.281	1177.005	1179.959	1180.984	1175.255	1185.819	1173.312
CEP52_001874-T1_mrna	gene-CEP52_001874	285.639	289.665	285.915	300.605	289.538	285.302	287.799	283.632	287.9	290.281	289.4	291.959	292.984	287.255	297.819	285.616
CEP52_001875-T1_mrna	gene-CEP52_001875	1227.298	1231.439	1227.43	1242.442	1231.267	1226.311	1229.799	1225.283	1229.9	1232.281	1231.005	1233.959	1234.984	1229.255	1239.819	1227.312
CEP52_001876-T1_mrna	gene-CEP52_001876	4335.298	4339.439	4335.43	4350.442	4339.267	4334.311	4337.799	4333.283	4337.9	4340.281	4339.005	4341.959	4342.984	4337.255	4347.819	4335.312
