tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_011386-T1_mrna	gene-CEP52_011386	0	7	1	11	6	0	0	0	0	0	0	0	0	0	0	0
CEP52_011387-T1_mrna	gene-CEP52_011387	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011388-T1_mrna	gene-CEP52_011388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011389-T1_mrna	gene-CEP52_011389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011390-T1_mrna	gene-CEP52_011390	170	492	107	60	165	2	0	8	0	0	1	2	2	0	0	2
CEP52_011391-T1_mrna	gene-CEP52_011391	2	4	3	4	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_011392-T1_mrna	gene-CEP52_011392	5	7	4	7	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_011393-T1_mrna	gene-CEP52_011393	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_011394-T1_mrna	gene-CEP52_011394	7	14	8	4	6	1	0	1	0	0	0	0	0	0	0	1
CEP52_011395-T1_mrna	gene-CEP52_011395	5	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0
CEP52_011396-T1_mrna	gene-CEP52_011396	7	19	11	8	10	0	0	0	0	0	0	0	0	0	0	4
CEP52_011397-T1_mrna	gene-CEP52_011397	2	12	5	10	8	0	0	0	0	0	0	0	0	0	0	1
CEP52_011398-T1_mrna	gene-CEP52_011398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEP52_011399-T1_mrna	gene-CEP52_011399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011400-T1_mrna	gene-CEP52_011400	6	8	9	3	8	1	0	0	0	0	0	1	0	0	0	0
CEP52_011401-T1_mrna	gene-CEP52_011401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011402-T1_mrna	gene-CEP52_011402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011403-T1_mrna	gene-CEP52_011403	8	7	6	7	1	1	0	0	0	0	0	0	0	0	0	0
CEP52_011404-T1_mrna	gene-CEP52_011404	3	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011405-T1_mrna	gene-CEP52_011405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011406-T1_mrna	gene-CEP52_011406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011407-T1_mrna	gene-CEP52_011407	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011408-T1_mrna	gene-CEP52_011408	16	59	19	15	40	5	0	0	0	0	0	0	1	0	0	8
CEP52_011409-T1_mrna	gene-CEP52_011409	20	53	14	2	19	0	0	2	0	0	0	5	0	0	0	12
CEP52_011410-T1_mrna	gene-CEP52_011410	6	25	10	10	7	0	0	0	0	0	0	0	0	0	0	2
CEP52_011411-T1_mrna	gene-CEP52_011411	28	80	42	17	25	1	0	0	0	0	0	0	0	0	0	2
CEP52_011412-T1_mrna	gene-CEP52_011412	4	19	6	1	6	0	0	0	0	0	0	1	0	0	0	1
CEP52_011413-T1_mrna	gene-CEP52_011413	3	8	3	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011414-T1_mrna	gene-CEP52_011414	12	25	11	5	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_011415-T1_mrna	gene-CEP52_011415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011416-T1_mrna	gene-CEP52_011416	5	20	11	7	12	3	0	1	0	0	0	0	0	0	0	1
CEP52_011417-T1_mrna	gene-CEP52_011417	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011418-T1_mrna	gene-CEP52_011418	2	6	5	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011419-T1_mrna	gene-CEP52_011419	3	10	13	11	14	0	0	0	0	1	0	0	0	0	0	2
CEP52_011420-T1_mrna	gene-CEP52_011420	7	10	4	5	1	0	0	0	0	0	0	0	0	0	0	1
CEP52_011421-T1_mrna	gene-CEP52_011421	7	16	16	0	4	1	0	0	0	0	0	0	0	0	0	0
CEP52_011422-T1_mrna	gene-CEP52_011422	6	22	9	12	8	0	0	1	0	0	0	0	0	0	0	1
CEP52_011423-T1_mrna	gene-CEP52_011423	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011424-T1_mrna	gene-CEP52_011424	12	61	35	16	14	1	0	0	0	0	1	2	0	0	0	9
CEP52_011425-T1_mrna	gene-CEP52_011425	27	74	17	31	16	0	1	0	0	0	1	0	0	0	0	0
CEP52_011426-T1_mrna	gene-CEP52_011426	1	8	5	0	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_011427-T1_mrna	gene-CEP52_011427	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011428-T1_mrna	gene-CEP52_011428	4	6	2	2	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_011429-T1_mrna	gene-CEP52_011429	3	6	3	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_011430-T1_mrna	gene-CEP52_011430	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
CEP52_011431-T1_mrna	gene-CEP52_011431	1	6	0	1	0	0	1	1	0	0	0	0	0	0	0	1
CEP52_011432-T1_mrna	gene-CEP52_011432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011433-T1_mrna	gene-CEP52_011433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011434-T1_mrna	gene-CEP52_011434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011435-T1_mrna	gene-CEP52_011435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011436-T1_mrna	gene-CEP52_011436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011437-T1_mrna	gene-CEP52_011437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011438-T1_mrna	gene-CEP52_011438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011439-T1_mrna	gene-CEP52_011439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011440-T1_mrna	gene-CEP52_011440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011441-T1_mrna	gene-CEP52_011441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011442-T1_mrna	gene-CEP52_011442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011443-T1_mrna	gene-CEP52_011443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011444-T1_mrna	gene-CEP52_011444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011445-T1_mrna	gene-CEP52_011445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011446-T1_mrna	gene-CEP52_011446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011447-T1_mrna	gene-CEP52_011447	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011448-T1_mrna	gene-CEP52_011448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011449-T1_mrna	gene-CEP52_011449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011450-T1_mrna	gene-CEP52_011450	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_011451-T1_mrna	gene-CEP52_011451	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011452-T1_mrna	gene-CEP52_011452	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011453-T1_mrna	gene-CEP52_011453	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011454-T1_mrna	gene-CEP52_011454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011455-T1_mrna	gene-CEP52_011455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011456-T1_mrna	gene-CEP52_011456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011457-T1_mrna	gene-CEP52_011457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011458-T1_mrna	gene-CEP52_011458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011459-T1_mrna	gene-CEP52_011459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011460-T1_mrna	gene-CEP52_011460	1	21	9	7	2	0	0	2	0	0	1	0	0	0	0	1
CEP52_011461-T1_mrna	gene-CEP52_011461	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011462-T1_mrna	gene-CEP52_011462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011463-T1_mrna	gene-CEP52_011463	3	6	1	1	1	0	0	0	0	0	0	0	0	0	0	1
CEP52_011464-T1_mrna	gene-CEP52_011464	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011465-T1_mrna	gene-CEP52_011465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011466-T1_mrna	gene-CEP52_011466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011467-T1_mrna	gene-CEP52_011467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011468-T1_mrna	gene-CEP52_011468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011469-T1_mrna	gene-CEP52_011469	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011470-T1_mrna	gene-CEP52_011470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011471-T1_mrna	gene-CEP52_011471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011472-T1_mrna	gene-CEP52_011472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011473-T1_mrna	gene-CEP52_011473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011474-T1_mrna	gene-CEP52_011474	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011475-T1_mrna	gene-CEP52_011475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011476-T1_mrna	gene-CEP52_011476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011477-T1_mrna	gene-CEP52_011477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011478-T1_mrna	gene-CEP52_011478	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011479-T1_mrna	gene-CEP52_011479	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011480-T1_mrna	gene-CEP52_011480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011481-T1_mrna	gene-CEP52_011481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011482-T1_mrna	gene-CEP52_011482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011483-T1_mrna	gene-CEP52_011483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011484-T1_mrna	gene-CEP52_011484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011485-T1_mrna	gene-CEP52_011485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011486-T1_mrna	gene-CEP52_011486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011487-T1_mrna	gene-CEP52_011487	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011488-T1_mrna	gene-CEP52_011488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011489-T1_mrna	gene-CEP52_011489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011490-T1_mrna	gene-CEP52_011490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011491-T1_mrna	gene-CEP52_011491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011492-T1_mrna	gene-CEP52_011492	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011493-T1_mrna	gene-CEP52_011493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011494-T1_mrna	gene-CEP52_011494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011495-T1_mrna	gene-CEP52_011495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011496-T1_mrna	gene-CEP52_011496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011497-T1_mrna	gene-CEP52_011497	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011498-T1_mrna	gene-CEP52_011498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011499-T1_mrna	gene-CEP52_011499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011500-T1_mrna	gene-CEP52_011500	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011502-T1_mrna	gene-CEP52_011502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011503-T1_mrna	gene-CEP52_011503	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEP52_011504-T1_mrna	gene-CEP52_011504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011505-T1_mrna	gene-CEP52_011505	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_011506-T1_mrna	gene-CEP52_011506	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011507-T1_mrna	gene-CEP52_011507	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011508-T1_mrna	gene-CEP52_011508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011509-T1_mrna	gene-CEP52_011509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011510-T1_mrna	gene-CEP52_011510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011511-T1_mrna	gene-CEP52_011511	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011512-T1_mrna	gene-CEP52_011512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011513-T1_mrna	gene-CEP52_011513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011514-T1_mrna	gene-CEP52_011514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011515-T1_mrna	gene-CEP52_011515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011516-T1_mrna	gene-CEP52_011516	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CEP52_011517-T1_mrna	gene-CEP52_011517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011518-T1_mrna	gene-CEP52_011518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011519-T1_mrna	gene-CEP52_011519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011520-T1_mrna	gene-CEP52_011520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011521-T1_mrna	gene-CEP52_011521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011522-T1_mrna	gene-CEP52_011522	0	2	8	1	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_011523-T1_mrna	gene-CEP52_011523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_011524-T1_mrna	gene-CEP52_011524	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002424-T1_mrna	gene-CEP52_002424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002425-T1_mrna	gene-CEP52_002425	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002426-T1_mrna	gene-CEP52_002426	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002427-T1_mrna	gene-CEP52_002427	1	1	1	1	1	0	0	2	0	0	1	0	0	0	0	1
CEP52_002428-T1_mrna	gene-CEP52_002428	2	9	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002429-T1_mrna	gene-CEP52_002429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002430-T1_mrna	gene-CEP52_002430	11	12	7	6	1	0	0	3	0	0	0	1	0	0	0	0
CEP52_002431-T1_mrna	gene-CEP52_002431	0	1	3	3	1	0	0	1	0	0	0	1	0	0	0	4
CEP52_002432-T1_mrna	gene-CEP52_002432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002433-T1_mrna	gene-CEP52_002433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002434-T1_mrna	gene-CEP52_002434	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002435-T1_mrna	gene-CEP52_002435	6	10	4	2	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_002436-T1_mrna	gene-CEP52_002436	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002437-T1_mrna	gene-CEP52_002437	10	9	7	15	9	1	0	0	0	0	0	0	0	0	0	0
CEP52_002438-T1_mrna	gene-CEP52_002438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002439-T1_mrna	gene-CEP52_002439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002440-T1_mrna	gene-CEP52_002440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002441-T1_mrna	gene-CEP52_002441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002442-T1_mrna	gene-CEP52_002442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002443-T1_mrna	gene-CEP52_002443	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CEP52_002444-T1_mrna	gene-CEP52_002444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002445-T1_mrna	gene-CEP52_002445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002446-T1_mrna	gene-CEP52_002446	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002447-T1_mrna	gene-CEP52_002447	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002448-T1_mrna	gene-CEP52_002448	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_002449-T1_mrna	gene-CEP52_002449	12	41	17	6	7	0	0	0	0	0	2	0	0	0	0	1
CEP52_002450-T1_mrna	gene-CEP52_002450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002451-T1_mrna	gene-CEP52_002451	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CEP52_002453-T1_mrna	gene-CEP52_002453	3	3	5	2	6	0	0	0	0	0	0	0	0	0	0	1
CEP52_002454-T1_mrna	gene-CEP52_002454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002455-T1_mrna	gene-CEP52_002455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP52_002456-T1_mrna	gene-CEP52_002456	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0
CEP52_002457-T1_mrna	gene-CEP52_002457	2	8	4	1	4	0	0	0	0	2	0	1	0	0	0	0
CEP52_002458-T1_mrna	gene-CEP52_002458	6	16	13	4	8	1	0	0	0	0	0	0	0	0	0	0
CEP52_002459-T1_mrna	gene-CEP52_002459	3	14	11	3	6	1	0	0	0	0	0	0	0	0	0	2
CEP52_002460-T1_mrna	gene-CEP52_002460	5	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_002461-T1_mrna	gene-CEP52_002461	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002462-T1_mrna	gene-CEP52_002462	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002463-T1_mrna	gene-CEP52_002463	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002464-T1_mrna	gene-CEP52_002464	0	5	4	1	1	0	0	0	0	1	0	0	0	0	0	0
CEP52_002465-T1_mrna	gene-CEP52_002465	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002466-T1_mrna	gene-CEP52_002466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002467-T1_mrna	gene-CEP52_002467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002468-T1_mrna	gene-CEP52_002468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002469-T1_mrna	gene-CEP52_002469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002470-T1_mrna	gene-CEP52_002470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002471-T1_mrna	gene-CEP52_002471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002472-T1_mrna	gene-CEP52_002472	5	9	4	1	8	0	0	0	0	0	0	0	0	0	0	0
CEP52_002473-T1_mrna	gene-CEP52_002473	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_002474-T1_mrna	gene-CEP52_002474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002475-T1_mrna	gene-CEP52_002475	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002476-T1_mrna	gene-CEP52_002476	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002477-T1_mrna	gene-CEP52_002477	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002478-T1_mrna	gene-CEP52_002478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002479-T1_mrna	gene-CEP52_002479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002480-T1_mrna	gene-CEP52_002480	4	9	9	1	4	0	0	0	0	0	0	0	0	0	0	3
CEP52_002481-T1_mrna	gene-CEP52_002481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002482-T1_mrna	gene-CEP52_002482	10	51	14	3	13	0	0	0	0	0	1	0	0	0	0	0
CEP52_002483-T1_mrna	gene-CEP52_002483	91	211	90	90	47	3	0	3	0	1	1	1	0	0	0	14
CEP52_002484-T1_mrna	gene-CEP52_002484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002485-T1_mrna	gene-CEP52_002485	14	11	11	0	5	1	0	0	0	0	0	0	0	0	0	0
CEP52_002486-T1_mrna	gene-CEP52_002486	3	12	5	3	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002487-T1_mrna	gene-CEP52_002487	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002488-T1_mrna	gene-CEP52_002488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002489-T1_mrna	gene-CEP52_002489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002490-T1_mrna	gene-CEP52_002490	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002491-T1_mrna	gene-CEP52_002491	3	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_002492-T1_mrna	gene-CEP52_002492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002493-T1_mrna	gene-CEP52_002493	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002494-T1_mrna	gene-CEP52_002494	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002495-T1_mrna	gene-CEP52_002495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002496-T1_mrna	gene-CEP52_002496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002497-T1_mrna	gene-CEP52_002497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002498-T1_mrna	gene-CEP52_002498	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_002499-T1_mrna	gene-CEP52_002499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002500-T1_mrna	gene-CEP52_002500	5	7	3	3	6	0	0	0	0	0	0	0	0	0	0	1
CEP52_002501-T1_mrna	gene-CEP52_002501	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002502-T1_mrna	gene-CEP52_002502	10	12	2	3	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002503-T1_mrna	gene-CEP52_002503	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CEP52_002504-T1_mrna	gene-CEP52_002504	3	3	3	5	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_002505-T1_mrna	gene-CEP52_002505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002506-T1_mrna	gene-CEP52_002506	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002507-T1_mrna	gene-CEP52_002507	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002508-T1_mrna	gene-CEP52_002508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002509-T1_mrna	gene-CEP52_002509	4	9	5	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002510-T1_mrna	gene-CEP52_002510	25	78	68	21	36	2	1	3	0	4	1	3	0	0	0	0
CEP52_002511-T1_mrna	gene-CEP52_002511	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002512-T1_mrna	gene-CEP52_002512	3	8	4	9	5	2	1	1	0	0	2	3	0	0	0	6
CEP52_002513-T1_mrna	gene-CEP52_002513	1	3	2	2	0	0	0	1	0	0	0	3	0	0	0	2
CEP52_002514-T1_mrna	gene-CEP52_002514	4	6	2	1	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_002515-T1_mrna	gene-CEP52_002515	6	14	14	7	8	1	0	0	0	0	0	0	0	0	0	1
CEP52_002516-T1_mrna	gene-CEP52_002516	1	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002517-T1_mrna	gene-CEP52_002517	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002518-T1_mrna	gene-CEP52_002518	8	7	8	3	1	0	0	0	0	0	0	0	0	0	0	1
CEP52_002519-T1_mrna	gene-CEP52_002519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002520-T1_mrna	gene-CEP52_002520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002521-T1_mrna	gene-CEP52_002521	2	8	6	1	6	0	0	0	0	0	0	0	0	0	0	0
CEP52_002522-T1_mrna	gene-CEP52_002522	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_002523-T1_mrna	gene-CEP52_002523	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_002524-T1_mrna	gene-CEP52_002524	7	19	21	9	5	0	1	0	0	0	0	0	0	0	0	0
