# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "alt_fungi/GCA_003957675.1_FeuwUCR1854v2_genomic.fna" "-s" "0" "-a" "alt_fungi/genes/GCA_003957675.1_FeuwUCR1854v2_genomic.fixed.gtf" "--tmpDir" "/scratch/jstajich/" "-o" "results/STAR_fungi_expression/Feuw_read_count.tsv" "-F" "GTF" "-T" "24" "-M" "results/STAR_fungi/Feuw_Mycangia_BH1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH5Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP4Aligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR_fungi/Feuw_Mycangia_BH1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH5Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP4Aligned.out.bam
BHE90_010156	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	7480;7630;7902	7580;7845;7920	+;+;+	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010157	MIKF01000188.1	8951	9922	-	972	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_010158	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	10333;11156;12475	11103;12347;12617	+;+;+	2106	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010159	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	13484;13759;14051	13701;13898;14073	+;+;+	381	4	5	6	0	6	0	0	0	0	0	0	0	0	0	0	0
BHE90_010160	MIKF01000188.1;MIKF01000188.1	14324;15474	15419;15919	-;-	1542	2	16	10	8	6	0	0	0	0	0	0	0	0	0	0	0
BHE90_010161	MIKF01000188.1	16333	17079	+	747	4	8	2	2	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_010162	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	17178;17234;17546;17721	17181;17420;17659;17751	-;-;-;-	336	3	7	1	2	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_010163	MIKF01000188.1;MIKF01000188.1	17846;18067	18015;18145	-;-	249	3	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0
BHE90_010164	MIKF01000188.1;MIKF01000188.1	18664;18902	18846;19030	-;-	312	4	8	2	8	0	2	0	0	0	0	0	0	0	0	0	0
BHE90_010165	MIKF01000188.1;MIKF01000188.1	20315;20652	20587;20696	+;+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010166	MIKF01000188.1;MIKF01000188.1	23212;28108	28058;28342	-;-	5082	0	2	4	0	3	0	0	0	0	0	0	2	0	0	0	0
BHE90_010167	MIKF01000188.1	28683	30068	+	1386	2	16	8	2	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_010168	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	30389;30865;31044;31165;31385	30800;30963;31109;31198;31436	-;-;-;-;-	663	322	732	278	403	228	2	2	10	0	4	14	6	0	0	0	55
BHE90_010169	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	31500;31598;31724;31880	31535;31665;31771;32210	+;+;+;+	483	408	984	371	363	254	6	0	11	0	0	0	7	0	0	0	37
BHE90_010170	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	33868;33956;34156;34691;37248	33899;34096;34643;37104;37334	+;+;+;+;+	3162	25	55	32	11	17	0	0	4	0	0	0	0	0	0	0	3
BHE90_010171	MIKF01000188.1	38189	39316	-	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010172	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	42685;42797;43645	42728;43597;43861	-;-;-	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010173	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	44330;44540;44642;44793;45675	44488;44593;44746;45628;45831	-;-;-;-;-	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010174	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	46185;46424;46601;46808	46375;46548;46759;46965	+;+;+;+	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010175	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	47548;47784;49416;49995;50095	47660;49364;49548;50040;50183	-;-;-;-;-	1962	0	4	4	0	8	0	0	0	0	0	0	0	0	0	0	0
BHE90_010176	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	50730;50945;51089;51299;51445	50877;50969;51248;51306;51490	+;+;+;+;+	387	162	480	232	248	194	2	0	7	0	0	0	0	2	0	0	13
BHE90_010177	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	52212;53021;53163	52974;53114;54666	+;+;+	2361	6	2	10	4	11	2	0	6	0	0	0	0	0	0	0	2
BHE90_010178	MIKF01000188.1;MIKF01000188.1	54892;55651	55601;55729	-;-	789	24	18	8	4	7	0	0	0	0	0	0	0	0	0	0	2
BHE90_010179	MIKF01000188.1;MIKF01000188.1	56329;56618	56551;57309	+;+	915	41	54	24	12	29	0	0	0	0	0	0	2	0	0	0	3
BHE90_010180	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	57687;58781;59678;59818;59965	58732;59125;59710;59897;60143	-;-;-;-;-	1683	9	22	6	2	4	1	0	0	0	0	0	0	0	0	0	4
BHE90_010181	MIKF01000188.1	61420	62211	-	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010182	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	62248;63412;63514;63801;64039;64181;64362;64611;64719;65093	63342;63467;63751;63988;64129;64310;64562;64667;64752;65222	-;-;-;-;-;-;-;-;-;-	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010183	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	70058;70138;70562;71312	70084;70184;71154;71481	-;-;-;-	837	6	18	2	0	13	0	0	0	0	0	0	0	0	0	0	0
BHE90_010184	MIKF01000188.1;MIKF01000188.1;MIKF01000188.1	72256;72424;72795	72364;72743;73265	+;+;+	900	12	12	2	6	5	0	0	0	0	0	0	0	0	0	0	0
BHE90_010185	MIKF01000188.1	74000	74827	+	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010186	MIKF01000188.1	75095	75583	+	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010187	MIKF01000188.1;MIKF01000188.1	75683;75888	75820;77447	-;-	1698	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010188	MIKF01000188.1;MIKF01000188.1	77814;77870	77819;78118	+;+	255	15	51	35	24	20	2	0	0	0	0	0	0	0	0	0	2
BHE90_002295	MIKF01000019.1;MIKF01000019.1	387;1399	1339;1447	+;+	1002	0	9	0	0	4	8	0	0	0	0	0	2	0	0	0	3
BHE90_002296	MIKF01000019.1	2045	2127	+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002297	MIKF01000019.1	2798	2879	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002298	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	3225;3727;4138	3663;4090;4360	-;-;-	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002299	MIKF01000019.1;MIKF01000019.1	5314;6168	6120;7811	+;+	2451	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002300	MIKF01000019.1	10249	15099	+	4851	0	4	6	4	0	0	0	0	0	0	0	0	0	0	0	3
BHE90_002301	MIKF01000019.1	15756	16292	+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002302	MIKF01000019.1;MIKF01000019.1	17485;18125	17594;18971	+;+	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002303	MIKF01000019.1	19474	20616	-	1143	2	4	0	6	0	0	0	0	0	0	0	0	0	0	0	4
BHE90_002304	MIKF01000019.1;MIKF01000019.1	24599;24744	24681;25500	+;+	840	51	117	130	53	55	0	0	4	0	0	2	8	1	0	0	8
BHE90_002305	MIKF01000019.1;MIKF01000019.1	25736;25863	25813;26144	-;-	360	0	2	0	0	0	0	2	0	0	0	0	8	0	0	0	1
BHE90_002306	MIKF01000019.1;MIKF01000019.1	27065;27374	27319;28183	+;+	1065	2	28	5	6	7	3	0	0	0	0	0	0	0	0	0	6
BHE90_002307	MIKF01000019.1	28474	29835	-	1362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002308	MIKF01000019.1;MIKF01000019.1	30836;31563	31288;31706	-;-	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002309	MIKF01000019.1	37118	37846	+	729	4	22	0	0	10	0	0	0	0	0	0	0	0	0	0	0
BHE90_002310	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	38003;39395;39985;40048	39344;39478;40001;40080	-;-;-;-	1476	6	4	20	2	6	0	0	0	0	0	0	0	0	0	0	4
BHE90_002311	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	40337;40551;40822;40963;41511	40495;40734;40873;41159;41695	-;-;-;-;-	777	328	745	780	230	507	36	0	3	0	0	5	9	0	0	0	77
BHE90_002312	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	44226;44597;44960;46009;46468;46758;47078;47677;47797	44526;44914;45961;46415;46708;47028;47617;47744;47987	-;-;-;-;-;-;-;-;-	3339	54	104	142	20	61	35	2	0	0	0	7	3	2	2	0	20
BHE90_002313	MIKF01000019.1;MIKF01000019.1	50399;51775	51721;51834	+;+	1383	58	113	54	60	34	0	0	0	0	0	0	0	0	0	0	0
BHE90_002314	MIKF01000019.1	53351	54733	+	1383	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002315	MIKF01000019.1	55700	56905	-	1206	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002316	MIKF01000019.1	59381	61342	-	1962	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002317	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	63181;63376;63539;64864	63309;63485;64810;64924	+;+;+;+	1572	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002318	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	66197;66616;68082	66208;68031;68606	+;+;+	1953	11	22	28	6	12	2	0	0	0	0	0	4	0	2	0	0
BHE90_002319	MIKF01000019.1;MIKF01000019.1	69393;70064	70015;70433	+;+	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002320	MIKF01000019.1;MIKF01000019.1	70560;70933	70878;72239	-;-	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002321	MIKF01000019.1	75286	75903	-	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002322	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	77358;77640;77915	77589;77866;78199	+;+;+	744	45	97	101	42	87	0	0	0	0	0	0	0	0	0	0	0
BHE90_002323	MIKF01000019.1;MIKF01000019.1	78879;79768	79712;80778	-;-	1845	12	18	9	8	6	0	2	0	0	0	0	0	0	0	0	1
BHE90_002324	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	81605;81756;81861;82144	81706;81812;82092;83267	+;+;+;+	1515	156	409	86	126	156	0	0	2	0	4	0	0	0	0	0	0
BHE90_002325	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	84393;84586;84696	84531;84648;85012	+;+;+	519	120	265	70	85	142	0	1	2	0	0	0	0	0	0	0	2
BHE90_002326	MIKF01000019.1	85433	88606	-	3174	118	323	63	67	121	4	2	0	0	0	5	2	0	0	0	6
BHE90_002327	MIKF01000019.1;MIKF01000019.1	89644;89849	89720;90764	+;+	993	5	20	2	9	8	0	0	0	0	0	0	0	0	0	0	0
BHE90_002328	MIKF01000019.1;MIKF01000019.1	92286;93011	92958;93885	+;+	1548	0	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_002329	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	94412;95931;96448	95872;96368;96636	-;-;-	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002330	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	97046;97521;97847;97937	97452;97777;97886;98078	+;+;+;+	846	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002331	MIKF01000019.1;MIKF01000019.1	98420;98674	98621;98912	+;+	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002332	MIKF01000019.1	100216	100686	+	471	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
BHE90_002333	MIKF01000019.1;MIKF01000019.1	101096;102490	102400;102915	-;-	1731	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002334	MIKF01000019.1;MIKF01000019.1	103363;103671	103501;103735	-;-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002335	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	104642;104888;105419;105596;106624	104835;105368;105533;106559;106678	-;-;-;-;-	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002336	MIKF01000019.1	108016	108657	+	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002337	MIKF01000019.1;MIKF01000019.1	109487;109546	109490;109817	-;-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002338	MIKF01000019.1	111451	112233	+	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002339	MIKF01000019.1	113049	114113	-	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002340	MIKF01000019.1	115384	116271	+	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002341	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	117384;117493;117924;118102;118250;118524;118653;118754	117435;117863;118052;118197;118466;118603;118698;118779	+;+;+;+;+;+;+;+	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002342	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	118978;119336;119585;119755;119943;120078	119273;119530;119698;119895;120021;120236	-;-;-;-;-;-	984	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
BHE90_002343	MIKF01000019.1;MIKF01000019.1	122033;123044	122983;123214	+;+	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002344	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	124155;124913;125626;126692	124856;125574;126637;126835	-;-;-;-	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002345	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	128459;128884;129390	128832;129336;130155	-;-;-	1593	2	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002346	MIKF01000019.1	133750	133823	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002347	MIKF01000019.1	133973	134046	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002348	MIKF01000019.1;MIKF01000019.1	134243;135255	135202;135437	-;-	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002349	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	137618;137783;137982	137699;137881;138328	+;+;+	528	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002350	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	138657;139235;139540	139187;139488;139813	-;-;-	1059	4	6	4	0	4	0	0	0	0	0	1	0	0	0	0	1
BHE90_002351	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	140048;140551;141064	140497;141010;141839	-;-;-	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002352	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	144466;144960;145239;146013	144904;145183;145958;147725	+;+;+;+	3096	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
BHE90_002353	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	147827;148393;148520	148336;148465;149007	-;-;-	1071	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BHE90_002354	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	149657;149941;150091;150233;150311;150541;151317	149887;150036;150183;150257;150484;151264;151575	+;+;+;+;+;+;+	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002355	MIKF01000019.1	152007	152372	+	366	27	21	17	10	17	0	0	0	0	0	2	0	0	0	0	1
BHE90_002356	MIKF01000019.1	152972	154459	+	1488	2	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_002357	MIKF01000019.1	155077	158013	+	2937	24	56	25	6	22	0	0	0	0	0	0	0	0	0	0	5
BHE90_002358	MIKF01000019.1;MIKF01000019.1	158335;158720	158664;159532	-;-	1143	24	77	32	32	26	2	0	0	0	0	0	4	2	0	0	1
BHE90_002359	MIKF01000019.1;MIKF01000019.1	159782;159901	159842;160325	+;+	486	6	8	9	4	14	0	0	0	0	0	0	0	0	0	0	0
BHE90_002360	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	160775;161095;162181;162561	161040;161874;162213;162564	-;-;-;-	1083	36	77	21	24	18	4	0	2	0	0	0	2	0	0	0	5
BHE90_002361	MIKF01000019.1;MIKF01000019.1	165394;165561	165495;166391	+;+	933	16	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0
BHE90_002362	MIKF01000019.1;MIKF01000019.1	167258;167915	167853;168197	-;-	879	19	40	14	8	9	2	1	0	0	0	0	2	4	0	0	2
BHE90_002363	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	170649;170725;170824;170956;171217	170651;170758;170870;171114;171612	+;+;+;+;+	639	266	755	281	312	298	4	2	6	4	2	5	2	0	0	0	37
BHE90_002364	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	171943;173514;173816;174137;174424	173465;173768;174061;174149;174435	-;-;-;-;-	2049	2	16	4	12	4	0	0	0	0	0	0	0	0	0	0	0
BHE90_002365	MIKF01000019.1;MIKF01000019.1	174689;174808	174691;175224	+;+	420	3	32	6	2	8	0	0	0	0	0	0	0	0	0	0	0
BHE90_002366	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	176130;176577;176932	176520;176873;177044	-;-;-	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002367	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	177408;177945;178265;178891;179583	177898;178216;178840;179524;179619	-;-;-;-;-	2010	10	25	8	0	4	0	0	0	0	0	0	2	0	0	0	0
BHE90_002368	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	179821;179948;180127;180276	179888;179979;180191;180344	+;+;+;+	234	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002369	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	180468;180575;181409	180530;181359;181676	+;+;+	1116	7	47	12	11	6	2	0	0	0	0	0	0	0	0	0	2
BHE90_002370	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	182070;183007;183257	182952;183156;183285	-;-;-	1062	13	28	22	8	28	0	0	0	0	0	0	0	0	0	0	2
BHE90_002371	MIKF01000019.1	184254	185954	-	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002372	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	187592;187996;188121;188589	187898;188056;188534;188760	+;+;+;+	954	4	10	2	6	4	0	0	2	0	0	0	2	0	0	0	4
BHE90_002373	MIKF01000019.1	195875	199315	+	3441	4	26	4	1	0	0	0	0	0	0	0	0	0	0	0	2
BHE90_002374	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	200217;200481;200670;202045;202128;202391;202564	200391;200563;201992;202071;202346;202519;202752	+;+;+;+;+;+;+	2145	82	185	163	56	95	2	0	2	0	2	0	0	0	0	0	4
BHE90_002375	MIKF01000019.1;MIKF01000019.1	203094;203204	203147;203800	+;+	651	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002376	MIKF01000019.1;MIKF01000019.1	204511;204787	204732;204825	-;-	261	34	73	45	10	12	0	0	2	0	3	0	0	0	0	0	0
BHE90_002377	MIKF01000019.1	208302	209444	-	1143	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_002378	MIKF01000019.1	210746	211303	+	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002379	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	212728;213177;213271;213851;214915;215916	213125;213215;213796;214858;215839;216076	+;+;+;+;+;+	3057	2	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002380	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	217098;217829;218327	217743;218276;219023	+;+;+	1791	6	4	4	10	11	0	0	0	0	0	0	0	0	0	0	0
BHE90_002381	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	219397;220001;221010;221579;222523	219954;220963;221515;222446;222780	-;-;-;-;-	3153	7	35	12	8	6	0	0	0	0	0	0	0	0	0	0	0
BHE90_002382	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	223733;223936;224256	223884;224199;225351	-;-;-	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002383	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	227818;229339;231286	229293;231233;231469	+;+;+	3555	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002384	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	231643;232365;232605;232776;233542;234366;234562;234892;235602;235837	232311;232555;232720;233475;234286;234512;234841;235548;235789;235926	-;-;-;-;-;-;-;-;-;-	3783	1	0	0	0	0	0	4	0	0	0	0	3	0	0	0	4
BHE90_002385	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	236384;236514;236611;236785;237348;237696;238184;238497;239985	236461;236537;236729;237290;237643;238133;238440;238981;240880	+;+;+;+;+;+;+;+;+	3099	4	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0
BHE90_002386	MIKF01000019.1	241127	242341	-	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002387	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	242970;243093;243724	243017;243659;243777	+;+;+	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_002388	MIKF01000019.1;MIKF01000019.1;MIKF01000019.1	244402;247250;248453	247203;248289;249146	-;-;-	4536	13	45	20	15	25	4	0	0	0	0	0	6	0	0	0	10
BHE90_010189	MIKF01000189.1	1255	1719	+	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_010190	MIKF01000189.1;MIKF01000189.1;MIKF01000189.1	11400;12105;19131	12053;19038;19261	-;-;-	7719	11	22	4	0	2	0	0	0	0	0	0	0	0	0	0	4
BHE90_010191	MIKF01000189.1;MIKF01000189.1;MIKF01000189.1;MIKF01000189.1;MIKF01000189.1	21768;22860;23270;23411;23598	22796;23210;23350;23480;23608	-;-;-;-;-	1542	40	123	78	18	17	3	0	0	0	0	2	2	0	0	0	4
BHE90_010192	MIKF01000189.1;MIKF01000189.1;MIKF01000189.1;MIKF01000189.1	28330;28518;28642;29324	28460;28585;29273;29707	+;+;+;+	1215	11	48	24	2	21	6	0	4	0	0	7	0	0	0	0	5
BHE90_010193	MIKF01000189.1;MIKF01000189.1;MIKF01000189.1	30528;30657;31207	30535;30993;31269	-;-;-	408	312	696	270	359	215	7	0	5	0	4	5	22	0	0	0	56
BHE90_010194	MIKF01000189.1	31931	32737	-	807	2	9	16	0	4	0	3	0	0	0	0	0	0	0	0	0
BHE90_010195	MIKF01000189.1	33895	35166	+	1272	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	2
BHE90_010196	MIKF01000189.1;MIKF01000189.1	35687;36582	36518;37159	-;-	1410	2	4	2	2	2	0	0	0	0	0	0	0	0	0	0	2
